209.000000	159.000000	712.000000	190.000000	
127.000000	241.000000	222.000000	271.000000	
127.000000	335.000000	202.000000	364.000000	
126.000000	381.000000	678.000000	414.000000	
126.000000	418.000000	410.000000	450.000000	
135.000000	484.000000	710.000000	522.000000	
209.000000	519.000000	441.000000	551.000000	
127.000000	583.000000	222.000000	613.000000	
89.000000	673.000000	218.000000	711.000000	
126.000000	722.000000	475.000000	757.000000	
226.000000	791.000000	712.000000	823.000000	
226.000000	826.000000	712.000000	857.000000	
127.000000	889.000000	222.000000	918.000000	
127.000000	981.000000	219.000000	1014.000000	
149.000000	1044.000000	714.000000	1077.000000	
209.000000	1079.000000	552.000000	1111.000000	
127.000000	1144.000000	222.000000	1173.000000	
127.000000	1236.000000	188.000000	1271.000000	
127.000000	1283.000000	180.000000	1318.000000	
