124.000000	13.000000	548.000000	42.000000	
17.000000	78.000000	664.000000	105.000000	
17.000000	104.000000	664.000000	135.000000	
17.000000	134.000000	222.000000	161.000000	
17.000000	155.000000	222.000000	173.000000	
17.000000	195.000000	566.000000	223.000000	
17.000000	210.000000	635.000000	235.000000	
17.000000	227.000000	551.000000	254.000000	
261.000000	303.000000	406.000000	401.000000	
223.000000	379.000000	380.000000	453.000000	
280.000000	531.000000	451.000000	628.000000	
229.000000	1026.000000	459.000000	1048.000000	
229.000000	1077.000000	418.000000	1103.000000	
28.000000	1132.000000	655.000000	1157.000000	
29.000000	1165.000000	655.000000	1192.000000	
29.000000	1188.000000	655.000000	1219.000000	
29.000000	1222.000000	298.000000	1244.000000	
203.000000	1339.000000	439.000000	1369.000000	
29.000000	1415.000000	655.000000	1436.000000	
29.000000	1433.000000	655.000000	1456.000000	
29.000000	1453.000000	655.000000	1479.000000	
28.000000	1481.000000	655.000000	1506.000000	
28.000000	1506.000000	655.000000	1537.000000	
28.000000	1534.000000	655.000000	1556.000000	
28.000000	1562.000000	426.000000	1585.000000	
28.000000	1623.000000	655.000000	1646.000000	
29.000000	1646.000000	643.000000	1671.000000	
28.000000	1664.000000	656.000000	1691.000000	
29.000000	1691.000000	655.000000	1717.000000	
28.000000	1722.000000	655.000000	1744.000000	
29.000000	1747.000000	656.000000	1772.000000	
29.000000	1770.000000	655.000000	1793.000000	
28.000000	1800.000000	537.000000	1824.000000	
207.000000	1909.000000	420.000000	1973.000000	
315.000000	1992.000000	353.000000	2012.000000	
252.000000	2009.000000	421.000000	2035.000000	
105.000000	2039.000000	568.000000	2067.000000	
29.000000	2108.000000	656.000000	2138.000000	
29.000000	2139.000000	655.000000	2170.000000	
28.000000	2172.000000	354.000000	2198.000000	
42.000000	2188.000000	141.000000	2208.000000	
308.000000	2251.000000	365.000000	2271.000000	
299.000000	2279.000000	374.000000	2301.000000	
96.000000	2308.000000	577.000000	2332.000000	
29.000000	2392.000000	640.000000	2420.000000	
29.000000	2414.000000	642.000000	2450.000000	
29.000000	2453.000000	113.000000	2474.000000	
278.000000	2533.000000	395.000000	2564.000000	
286.000000	2571.000000	406.000000	2594.000000	
96.000000	2586.000000	577.000000	2610.000000	
28.000000	2678.000000	655.000000	2707.000000	
29.000000	2701.000000	654.000000	2727.000000	
29.000000	2723.000000	656.000000	2754.000000	
28.000000	2756.000000	604.000000	2782.000000	
28.000000	2772.000000	613.000000	2792.000000	
147.000000	2864.000000	482.000000	2893.000000	
29.000000	2938.000000	433.000000	2964.000000	
28.000000	2970.000000	632.000000	2995.000000	
28.000000	3026.000000	656.000000	3051.000000	
28.000000	3043.000000	327.000000	3075.000000	
29.000000	3063.000000	354.000000	3100.000000	
29.000000	3088.000000	638.000000	3121.000000	
28.000000	3118.000000	650.000000	3139.000000	
29.000000	3144.000000	168.000000	3172.000000	
28.000000	3207.000000	656.000000	3233.000000	
28.000000	3229.000000	517.000000	3256.000000	
29.000000	3253.000000	654.000000	3283.000000	
28.000000	3281.000000	651.000000	3311.000000	
29.000000	3309.000000	650.000000	3334.000000	
28.000000	3325.000000	650.000000	3355.000000	
28.000000	3352.000000	288.000000	3374.000000	
28.000000	3411.000000	503.000000	3436.000000	
28.000000	3440.000000	472.000000	3466.000000	
29.000000	3467.000000	656.000000	3494.000000	
28.000000	3496.000000	656.000000	3523.000000	
28.000000	3521.000000	653.000000	3549.000000	
28.000000	3544.000000	244.000000	3577.000000	
29.000000	3565.000000	187.000000	3585.000000	
28.000000	3619.000000	495.000000	3646.000000	
28.000000	3650.000000	469.000000	3675.000000	
28.000000	3675.000000	429.000000	3703.000000	
29.000000	3702.000000	656.000000	3732.000000	
29.000000	3731.000000	655.000000	3761.000000	
467.000000	3751.000000	645.000000	3772.000000	
29.000000	3755.000000	354.000000	3785.000000	
28.000000	3830.000000	536.000000	3861.000000	
28.000000	3853.000000	655.000000	3884.000000	
28.000000	3880.000000	279.000000	3918.000000	
231.000000	3913.000000	452.000000	3934.000000	
154.000000	4008.000000	545.000000	4046.000000	
31.000000	4207.000000	142.000000	4230.000000	
372.000000	4312.000000	396.000000	4327.000000	
31.000000	4342.000000	459.000000	4362.000000	
183.000000	4393.000000	645.000000	4419.000000	
341.000000	4470.000000	445.000000	4487.000000	
210.000000	4507.000000	441.000000	4525.000000	
548.000000	4557.000000	553.000000	4574.000000	
344.000000	4605.000000	571.000000	4623.000000	
351.000000	4634.000000	445.000000	4651.000000	
542.000000	4634.000000	644.000000	4652.000000	
546.000000	4714.000000	612.000000	4731.000000	
309.000000	4785.000000	445.000000	4802.000000	
208.000000	4792.000000	266.000000	4808.000000	
574.000000	4815.000000	580.000000	4833.000000	
31.000000	4819.000000	256.000000	4838.000000	
440.000000	4895.000000	657.000000	4955.000000	
291.000000	4926.000000	296.000000	4955.000000	
