287.000000	69.000000	350.000000	95.000000	
29.000000	190.000000	582.000000	227.000000	
28.000000	242.000000	581.000000	276.000000	
28.000000	291.000000	549.000000	327.000000	
28.000000	342.000000	434.000000	377.000000	
27.000000	443.000000	323.000000	476.000000	
27.000000	541.000000	560.000000	578.000000	
28.000000	591.000000	550.000000	627.000000	
28.000000	641.000000	582.000000	677.000000	
28.000000	692.000000	499.000000	727.000000	
27.000000	791.000000	582.000000	827.000000	
28.000000	841.000000	602.000000	877.000000	
30.000000	891.000000	538.000000	927.000000	
57.000000	992.000000	555.000000	1027.000000	
88.000000	1042.000000	471.000000	1077.000000	
29.000000	1141.000000	582.000000	1178.000000	
28.000000	1192.000000	582.000000	1228.000000	
28.000000	1241.000000	532.000000	1277.000000	
28.000000	1341.000000	581.000000	1377.000000	
28.000000	1392.000000	582.000000	1427.000000	
29.000000	1441.000000	582.000000	1477.000000	
29.000000	1490.000000	368.000000	1527.000000	
27.000000	1592.000000	582.000000	1627.000000	
29.000000	1642.000000	560.000000	1677.000000	
27.000000	1693.000000	499.000000	1727.000000	
28.000000	1792.000000	583.000000	1827.000000	
27.000000	1841.000000	582.000000	1877.000000	
27.000000	1892.000000	583.000000	1927.000000	
28.000000	1943.000000	245.000000	1977.000000	
